type	conf	expFolder	map	expNumber	targetFound	exploredArea	takeoffsCount	actionsTotal	actionsCount	actionSequence
emulation	conf7.1	Exp-22-08-29T08-57-20	map-16B	2	0	85.98	2	34	[1, 1, 23, 9, 0]	[3, 2, 2, 2, 2, 3, 2, 2, 2, 3, 2, 3, 2, 2, 0, 3, 2, 1, 2, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 3, 3, 2, 2]
emulation	conf7.1	Exp-22-08-29T08-57-20	map-16B	3	0	51.22	2	33	[0, 0, 20, 12, 1]	[2, 3, 2, 3, 3, 3, 2, 3, 3, 2, 2, 2, 3, 4, 2, 2, 3, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 3, 3, 2, 2, 3, 2]
emulation	conf7.1	Exp-22-08-29T08-57-20	map-16B	4	0	68.29	3	34	[1, 1, 26, 4, 2]	[2, 2, 2, 3, 2, 3, 2, 2, 4, 0, 3, 2, 2, 2, 2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 3, 2, 2]
emulation	conf7.1	Exp-22-08-29T08-57-20	map-16B	5	0	59.76	4	33	[2, 2, 23, 5, 1]	[2, 2, 3, 2, 2, 4, 2, 2, 2, 1, 2, 2, 3, 2, 3, 0, 2, 2, 2, 1, 2, 2, 2, 2, 2, 3, 2, 3, 2, 0, 2, 2, 2]
emulation	conf7.1	Exp-22-08-29T08-57-20	map-16B	6	0	57.32	4	34	[5, 0, 22, 6, 1]	[2, 2, 0, 2, 2, 2, 3, 2, 2, 3, 2, 2, 3, 0, 3, 4, 0, 2, 2, 0, 2, 0, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 3, 2]
emulation	conf7.1	Exp-22-08-29T08-57-20	map-16B	7	1	90.24	3	34	[1, 0, 26, 6, 1]	[2, 3, 3, 2, 2, 2, 2, 2, 2, 3, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 4, 2, 3, 2, 2, 2, 2, 2, 2, 3]
emulation	conf7.1	Exp-22-08-29T08-57-20	map-16B	8	1	93.29	2	33	[0, 0, 24, 9, 0]	[2, 3, 2, 2, 2, 2, 3, 3, 2, 2, 2, 2, 3, 3, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 3, 3, 2, 2, 2]
emulation	conf7.1	Exp-22-08-29T08-57-20	map-16BD	0	0	50.64	2	34	[2, 0, 21, 11, 0]	[2, 2, 2, 3, 2, 3, 3, 2, 3, 0, 2, 2, 2, 2, 3, 3, 2, 3, 2, 2, 3, 3, 3, 2, 2, 3, 2, 2, 2, 2, 0, 2, 2, 2]
emulation	conf7.1	Exp-22-08-29T08-57-20	map-16BD	1	0	73.08	1	33	[0, 2, 27, 4, 0]	[2, 2, 3, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 3, 1, 2, 3, 2, 2, 2, 2, 2, 2]
emulation	conf7.1	Exp-22-08-29T08-57-20	map-16BD	2	0	78.85	2	34	[1, 0, 27, 5, 1]	[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 0, 3, 2, 2, 2, 2, 4, 3]
emulation	conf7.1	Exp-22-08-29T08-57-20	map-16BD	3	0	75.0	3	33	[3, 1, 21, 8, 0]	[3, 2, 3, 3, 2, 2, 2, 3, 2, 2, 3, 2, 2, 2, 0, 3, 2, 3, 2, 0, 2, 2, 0, 2, 3, 2, 2, 2, 2, 2, 1, 2, 2]
emulation	conf7.1	Exp-22-08-29T08-57-20	map-16BD	4	0	85.26	3	34	[2, 2, 26, 4, 0]	[2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 1, 3, 2, 2, 2, 0, 3, 2, 2, 2, 2, 3, 2, 2, 2, 0, 2, 2, 3, 2, 2, 2, 2, 2]
emulation	conf7.1	Exp-22-08-29T08-57-20	map-16BD	5	1	92.95	4	35	[1, 0, 25, 6, 3]	[3, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 3, 2, 2, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2, 3, 2, 4, 4]
emulation	conf7.1	Exp-22-08-29T08-57-20	map-16BD	6	1	89.74	0	34	[0, 0, 25, 8, 1]	[2, 2, 3, 3, 2, 2, 2, 2, 2, 2, 2, 3, 2, 3, 3, 2, 2, 2, 4, 2, 2, 2, 2, 2, 2, 3, 3, 2, 2, 3, 2, 2, 2, 2]
emulation	conf7.1	Exp-22-08-29T08-57-20	map-16BD	7	0	67.95	4	35	[3, 2, 23, 7, 0]	[2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 1, 2, 3, 2, 1, 2, 2, 3, 2, 3, 3, 0, 2, 0, 2, 2, 3, 2, 2, 2, 2, 0, 2, 3, 2]
emulation	conf7.1	Exp-22-08-29T08-57-20	map-16BD	8	0	82.05	3	35	[1, 2, 24, 8, 0]	[2, 2, 2, 2, 3, 3, 0, 2, 3, 2, 2, 2, 2, 2, 1, 2, 3, 2, 2, 2, 3, 2, 2, 2, 1, 3, 2, 2, 2, 3, 2, 2, 2, 3, 2]
emulation	conf8	Exp-22-09-05T11-18-35	map-16A	0	1	51.22	1	32	[2, 2, 18, 7, 3]	[4, 2, 3, 2, 2, 3, 2, 3, 1, 1, 2, 2, 3, 2, 2, 2, 4, 2, 2, 2, 4, 3, 0, 2, 2, 2, 3, 2, 3, 2, 2, 0]
emulation	conf8	Exp-22-09-05T11-18-35	map-16AD	0	1	58.97	4	34	[1, 2, 19, 10, 2]	[2, 2, 2, 0, 1, 2, 3, 3, 4, 2, 3, 2, 3, 3, 2, 2, 3, 2, 2, 4, 2, 3, 3, 1, 2, 2, 2, 2, 2, 3, 3, 2, 2, 2]
emulation	conf8	Exp-22-09-05T11-18-35	map-16B	0	0	46.34	4	34	[4, 3, 16, 7, 4]	[2, 2, 0, 2, 0, 2, 3, 4, 4, 3, 2, 2, 2, 2, 3, 2, 2, 3, 2, 2, 4, 2, 2, 1, 2, 4, 3, 0, 3, 1, 2, 1, 3, 0]
emulation	conf8	Exp-22-09-05T11-18-35	map-16BD	0	0	50.0	2	34	[1, 2, 20, 9, 2]	[2, 2, 3, 2, 4, 4, 2, 0, 3, 2, 3, 2, 1, 3, 2, 3, 3, 3, 2, 2, 2, 3, 1, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
emulation	conf8	Exp-22-09-05T13-21-58	map-16A	0	1	50.0	6	33	[3, 4, 21, 4, 1]	[2, 2, 2, 1, 0, 3, 0, 2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 0, 2, 3, 3, 2, 4, 2, 2, 1, 2, 2, 2, 3, 2, 2, 2]
emulation	conf8	Exp-22-09-05T13-21-58	map-16A	1	1	50.61	2	34	[1, 4, 15, 9, 5]	[1, 2, 3, 2, 1, 3, 4, 4, 3, 2, 2, 1, 3, 1, 2, 4, 3, 3, 4, 2, 3, 3, 2, 2, 2, 2, 2, 2, 4, 0, 3, 2, 2, 2]
emulation	conf8	Exp-22-09-05T13-21-58	map-16A	2	1	55.49	3	34	[1, 3, 19, 10, 1]	[2, 3, 3, 2, 3, 3, 3, 2, 2, 2, 1, 3, 2, 2, 2, 0, 3, 1, 3, 2, 2, 2, 2, 2, 4, 2, 2, 2, 2, 2, 1, 3, 3, 2]
emulation	conf8	Exp-22-09-05T13-21-58	map-16A	3	0	26.83	3	34	[3, 4, 20, 5, 2]	[2, 2, 0, 2, 1, 2, 2, 2, 2, 3, 2, 0, 2, 4, 3, 2, 3, 1, 2, 1, 2, 2, 2, 3, 4, 2, 2, 2, 2, 1, 2, 2, 0, 3]
emulation	conf8	Exp-22-09-05T13-21-58	map-16A	4	1	75.61	3	34	[1, 3, 22, 5, 3]	[2, 2, 2, 4, 3, 2, 1, 1, 3, 2, 2, 2, 2, 4, 4, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 1, 3, 2, 2, 2, 2, 3, 0, 2]
emulation	conf8	Exp-22-09-05T13-21-58	map-16A	5	1	72.56	3	34	[2, 1, 24, 6, 1]	[2, 2, 3, 3, 2, 2, 2, 2, 4, 2, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 1, 0, 2, 2, 2, 2, 2, 3, 2, 0, 2, 3, 2, 2]
emulation	conf8	Exp-22-09-05T13-21-58	map-16AD	0	0	44.23	3	34	[3, 4, 17, 7, 3]	[4, 1, 2, 2, 2, 2, 2, 2, 2, 0, 2, 3, 3, 2, 1, 3, 4, 3, 2, 2, 2, 4, 2, 1, 3, 2, 2, 2, 0, 3, 1, 0, 3, 2]
emulation	conf8	Exp-22-09-05T13-21-58	map-16AD	1	0	20.51	2	33	[3, 1, 18, 8, 3]	[2, 0, 3, 2, 3, 2, 4, 2, 3, 2, 4, 2, 3, 2, 2, 1, 0, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 4, 3, 3, 2, 2, 0]
emulation	conf8	Exp-22-09-05T13-21-58	map-16AD	2	0	64.1	2	34	[3, 2, 17, 11, 1]	[3, 2, 2, 3, 2, 2, 1, 2, 2, 0, 2, 2, 2, 3, 3, 3, 2, 2, 2, 0, 3, 2, 3, 1, 3, 3, 2, 2, 2, 4, 0, 3, 2, 3]
emulation	conf8	Exp-22-09-05T13-21-58	map-16AD	3	1	62.18	1	34	[1, 1, 25, 6, 1]	[2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 0, 3, 2, 4, 2, 2, 3, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 3, 3, 2, 2, 2, 2]
emulation	conf8	Exp-22-09-05T13-21-58	map-16AD	4	1	66.03	2	34	[1, 3, 18, 12, 0]	[2, 2, 2, 3, 2, 2, 1, 2, 3, 3, 2, 3, 3, 1, 0, 2, 3, 3, 2, 3, 2, 2, 2, 3, 2, 2, 1, 3, 2, 2, 3, 3, 2, 2]
emulation	conf8	Exp-22-09-05T13-21-58	map-16AD	5	1	53.21	4	34	[2, 3, 18, 7, 4]	[1, 2, 2, 2, 3, 2, 4, 3, 2, 2, 3, 3, 2, 2, 1, 2, 2, 2, 2, 2, 2, 1, 0, 4, 4, 2, 3, 4, 2, 3, 3, 2, 0, 2]
emulation	conf8	Exp-22-09-05T13-21-58	map-16B	0	0	32.32	0	34	[4, 1, 20, 9, 0]	[0, 3, 3, 0, 2, 2, 2, 2, 2, 2, 3, 3, 2, 2, 2, 2, 2, 2, 2, 1, 0, 2, 3, 3, 2, 2, 3, 3, 2, 2, 3, 2, 0, 2]
emulation	conf8	Exp-22-09-05T13-21-58	map-16B	1	0	57.93	2	33	[1, 3, 23, 4, 2]	[2, 3, 2, 2, 2, 2, 1, 2, 1, 2, 2, 0, 2, 2, 3, 2, 2, 2, 2, 2, 4, 2, 2, 2, 2, 3, 4, 2, 2, 2, 2, 3, 1]
emulation	conf8	Exp-22-09-05T13-21-58	map-16B	2	0	66.46	6	34	[3, 2, 20, 6, 3]	[2, 4, 3, 3, 2, 3, 3, 2, 0, 2, 3, 4, 2, 1, 1, 2, 0, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 4, 2, 2, 0, 2, 2, 2]
emulation	conf8	Exp-22-09-05T13-21-58	map-16B	3	0	73.17	2	34	[1, 1, 22, 8, 2]	[2, 3, 2, 2, 2, 2, 2, 2, 0, 4, 3, 2, 4, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 2, 2, 3, 2, 1, 2, 3]
emulation	conf8	Exp-22-09-05T13-21-58	map-16B	4	0	51.83	0	34	[1, 3, 18, 9, 3]	[2, 2, 3, 2, 0, 4, 3, 1, 2, 2, 2, 2, 2, 2, 3, 2, 3, 3, 4, 1, 3, 3, 4, 1, 3, 2, 2, 2, 2, 3, 2, 2, 2, 2]
emulation	conf8	Exp-22-09-05T13-21-58	map-16B	5	0	65.85	2	34	[2, 4, 18, 10, 0]	[0, 1, 3, 3, 3, 3, 1, 2, 2, 2, 3, 2, 2, 0, 2, 2, 2, 3, 3, 1, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 1]
emulation	conf8	Exp-22-09-05T13-21-58	map-16BD	0	0	16.03	5	34	[4, 1, 16, 7, 6]	[2, 3, 0, 2, 0, 3, 2, 3, 2, 0, 2, 2, 3, 4, 3, 4, 2, 4, 2, 4, 4, 2, 2, 2, 0, 2, 3, 2, 1, 4, 2, 2, 3, 2]
emulation	conf8	Exp-22-09-05T13-21-58	map-16BD	1	0	31.41	4	34	[3, 3, 15, 11, 2]	[2, 2, 0, 3, 2, 3, 3, 2, 2, 0, 2, 3, 2, 4, 3, 2, 3, 2, 1, 4, 2, 3, 3, 1, 3, 3, 2, 2, 1, 2, 2, 3, 0, 2]
emulation	conf8	Exp-22-09-05T13-21-58	map-16BD	2	0	37.82	7	33	[5, 3, 15, 6, 4]	[0, 3, 2, 2, 2, 3, 2, 3, 1, 2, 2, 2, 2, 0, 0, 2, 2, 4, 3, 0, 2, 4, 2, 4, 2, 1, 3, 2, 2, 0, 1, 4, 3]
emulation	conf8	Exp-22-09-05T13-21-58	map-16BD	3	0	59.62	0	26	[1, 0, 18, 6, 1]	[3, 2, 2, 2, 3, 3, 2, 2, 2, 3, 2, 4, 2, 2, 2, 0, 2, 3, 2, 2, 2, 2, 2, 2, 2, 3]
emulation	conf8	Exp-22-09-05T13-21-58	map-16BD	4	1	62.18	3	34	[2, 2, 20, 7, 3]	[2, 4, 3, 3, 3, 2, 4, 2, 2, 1, 2, 3, 2, 2, 0, 2, 2, 4, 2, 2, 2, 3, 2, 1, 2, 2, 2, 3, 0, 2, 2, 2, 2, 3]
emulation	conf8	Exp-22-09-05T13-21-58	map-16BD	5	0	47.44	3	34	[3, 1, 21, 8, 1]	[3, 3, 3, 3, 2, 2, 0, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 3, 4, 2, 2, 2, 0, 2, 1, 2, 2, 3, 2, 2, 2, 3]
emulation	conf8	Exp-22-09-06T07-38-11	map-16A	0	1	92.07	0	35	[0, 0, 31, 4, 0]	[2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 3, 2, 2, 2, 3, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
emulation	conf8	Exp-22-09-06T07-38-11	map-16A	1	1	61.59	3	35	[3, 1, 21, 10, 0]	[2, 3, 2, 3, 2, 3, 2, 2, 2, 2, 2, 3, 0, 2, 2, 2, 2, 0, 3, 2, 3, 2, 3, 2, 0, 3, 2, 2, 2, 2, 3, 1, 2, 3, 2]
emulation	conf8	Exp-22-09-06T07-38-11	map-16A	2	1	60.37	5	35	[2, 1, 22, 9, 1]	[2, 2, 2, 2, 2, 4, 2, 3, 2, 2, 3, 2, 3, 2, 2, 2, 3, 1, 2, 2, 2, 2, 3, 2, 2, 2, 3, 2, 2, 0, 2, 3, 0, 3, 3]
emulation	conf8	Exp-22-09-06T07-38-11	map-16A	3	1	93.29	2	34	[1, 2, 20, 11, 0]	[3, 0, 2, 3, 2, 3, 3, 1, 2, 2, 2, 3, 1, 2, 3, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 3, 2, 3, 2, 2, 2, 3, 2, 3]
emulation	conf8	Exp-22-09-06T07-38-11	map-16A	4	1	61.59	4	35	[2, 3, 20, 9, 1]	[2, 2, 3, 2, 2, 2, 2, 2, 0, 2, 2, 3, 2, 2, 2, 1, 2, 2, 2, 3, 4, 3, 3, 1, 2, 2, 3, 3, 2, 0, 3, 1, 2, 2, 3]
emulation	conf8	Exp-22-09-06T07-38-11	map-16A	5	1	58.54	1	35	[1, 3, 22, 7, 2]	[2, 2, 0, 2, 1, 2, 3, 2, 2, 3, 3, 2, 2, 2, 2, 2, 3, 2, 4, 2, 2, 1, 4, 3, 2, 2, 1, 2, 2, 3, 2, 2, 3, 2, 2]
emulation	conf8	Exp-22-09-06T07-38-11	map-16A	6	1	88.41	1	35	[0, 1, 24, 10, 0]	[2, 3, 2, 2, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2, 1, 2, 2, 3, 3, 2, 3, 2, 2, 2, 2, 2, 3, 2, 2, 2, 3, 2, 2, 3, 2]
emulation	conf8	Exp-22-09-06T07-38-11	map-16A	7	1	64.63	1	34	[2, 0, 23, 9, 0]	[3, 2, 3, 2, 2, 3, 3, 2, 2, 2, 2, 0, 2, 2, 3, 2, 3, 2, 2, 2, 3, 2, 2, 0, 2, 2, 3, 2, 2, 2, 3, 2, 2, 2]
emulation	conf8	Exp-22-09-06T07-38-11	map-16A	8	0	32.93	1	35	[2, 0, 25, 8, 0]	[2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 3, 2, 3, 3, 0, 3, 2, 3, 2, 2, 2, 3, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 0]
emulation	conf8	Exp-22-09-06T07-38-11	map-16A	9	1	54.27	2	35	[3, 2, 19, 10, 1]	[2, 4, 2, 2, 2, 3, 3, 2, 2, 0, 2, 3, 3, 3, 3, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 3, 3, 3, 3, 2, 0]
emulation	conf8	Exp-22-09-06T07-38-11	map-16A	10	1	89.63	1	35	[0, 0, 26, 9, 0]	[2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 3, 3, 3, 2, 2, 2, 2, 2, 3, 3, 3, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
emulation	conf8	Exp-22-09-06T07-38-11	map-16A	11	1	70.73	1	33	[0, 2, 25, 6, 0]	[2, 3, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 3, 2, 2, 2, 1, 2, 3, 1, 2, 2, 2, 2, 2, 3]
emulation	conf8	Exp-22-09-06T07-38-11	map-16AD	0	1	57.05	4	36	[2, 3, 25, 6, 0]	[2, 3, 2, 2, 3, 1, 1, 0, 2, 1, 2, 2, 2, 2, 2, 0, 2, 3, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 3, 2, 2, 2, 2, 2, 3]
emulation	conf8	Exp-22-09-06T07-38-11	map-16AD	1	1	87.18	3	35	[0, 1, 24, 9, 1]	[3, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 3, 3, 2, 2, 3, 4, 2, 1, 2, 2, 2, 3, 3, 3, 2, 2, 2, 2, 2, 3, 2, 2, 2]
emulation	conf8	Exp-22-09-06T07-38-11	map-16AD	2	0	28.21	0	36	[2, 3, 26, 5, 0]	[2, 2, 3, 2, 2, 2, 2, 1, 2, 2, 3, 2, 0, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 3, 2, 2, 3, 2, 2, 2, 3, 1]
emulation	conf8	Exp-22-09-06T07-38-11	map-16AD	3	1	80.77	3	35	[2, 1, 25, 7, 0]	[1, 2, 3, 2, 2, 2, 2, 3, 3, 0, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 0, 2, 2, 3, 2, 2, 3, 2, 2, 2, 3, 2, 2, 2, 2]
emulation	conf8	Exp-22-09-06T07-38-11	map-16AD	4	1	55.77	2	35	[1, 0, 26, 8, 0]	[2, 3, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 2, 2, 3, 2, 2, 2, 2, 2, 2, 0, 2, 2, 3, 2, 2, 2, 3, 2, 2, 2]
emulation	conf8	Exp-22-09-06T07-38-11	map-16AD	5	1	78.85	0	34	[1, 2, 27, 4, 0]	[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 3, 2, 2, 3, 2, 3, 1, 2, 2, 2, 2, 2, 3, 2, 0, 2, 2, 2, 2]
emulation	conf8	Exp-22-09-06T07-38-11	map-16AD	6	1	60.26	3	35	[2, 1, 19, 11, 2]	[2, 1, 2, 2, 3, 2, 4, 3, 2, 2, 2, 3, 3, 2, 3, 3, 2, 2, 3, 2, 2, 3, 4, 2, 2, 2, 3, 2, 2, 2, 0, 0, 3, 2, 3]
emulation	conf8	Exp-22-09-06T07-38-11	map-16AD	7	1	59.62	1	36	[0, 1, 24, 9, 2]	[2, 3, 2, 2, 3, 2, 2, 2, 3, 3, 2, 2, 2, 3, 2, 3, 2, 2, 1, 4, 3, 2, 2, 2, 2, 2, 3, 2, 4, 2, 2, 2, 2, 3, 2, 2]
emulation	conf8	Exp-22-09-06T07-38-11	map-16AD	8	1	68.59	0	35	[1, 1, 21, 12, 0]	[3, 2, 3, 3, 2, 2, 2, 3, 2, 2, 0, 2, 2, 3, 2, 3, 2, 2, 3, 3, 2, 1, 2, 2, 2, 2, 2, 2, 3, 3, 2, 3, 2, 3, 2]
emulation	conf8	Exp-22-09-06T07-38-11	map-16AD	9	1	62.18	2	35	[0, 0, 22, 11, 2]	[3, 2, 3, 2, 2, 2, 2, 3, 2, 3, 2, 3, 2, 4, 2, 2, 4, 3, 2, 2, 3, 3, 2, 2, 2, 3, 2, 3, 2, 2, 2, 3, 2, 2, 2]
emulation	conf8	Exp-22-09-06T07-38-11	map-16AD	10	1	73.72	1	35	[2, 3, 24, 5, 1]	[2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 3, 2, 2, 3, 2, 2, 3, 2, 1, 1, 2, 2, 2, 2, 2, 1, 2, 4, 0, 2, 0, 2, 3, 2]
emulation	conf8	Exp-22-09-06T07-38-11	map-16AD	11	1	100.0	1	37	[3, 0, 28, 6, 0]	[2, 2, 2, 3, 2, 3, 2, 3, 2, 2, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 2, 3, 0, 2, 2, 2, 2, 2, 2, 2, 0, 2]
emulation	conf8	Exp-22-09-06T07-38-11	map-16B	0	0	89.02	1	36	[1, 2, 25, 8, 0]	[3, 2, 2, 1, 2, 2, 2, 2, 3, 2, 2, 2, 3, 2, 2, 2, 2, 2, 0, 3, 2, 1, 2, 2, 2, 3, 3, 3, 2, 3, 2, 2, 2, 2, 2, 2]
emulation	conf8	Exp-22-09-06T07-38-11	map-16B	1	0	62.2	0	36	[2, 1, 27, 6, 0]	[1, 2, 2, 2, 2, 2, 3, 0, 2, 2, 3, 2, 2, 2, 2, 2, 0, 3, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2]
emulation	conf8	Exp-22-09-06T07-38-11	map-16B	2	0	59.15	2	36	[2, 1, 22, 11, 0]	[3, 0, 3, 2, 3, 1, 2, 2, 2, 2, 3, 3, 3, 2, 3, 3, 0, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 3, 3, 2, 2]
emulation	conf8	Exp-22-09-06T07-38-11	map-16B	3	0	65.85	4	34	[4, 1, 25, 3, 1]	[2, 2, 2, 2, 2, 2, 4, 2, 2, 2, 2, 0, 2, 2, 2, 2, 0, 2, 2, 2, 0, 2, 2, 2, 2, 3, 0, 2, 1, 2, 2, 3, 3, 2]
emulation	conf8	Exp-22-09-06T07-38-11	map-16B	4	0	61.59	3	36	[1, 0, 22, 11, 2]	[3, 2, 2, 2, 3, 3, 2, 3, 4, 2, 3, 2, 2, 2, 2, 3, 2, 3, 2, 2, 2, 2, 4, 2, 3, 2, 2, 0, 2, 2, 2, 3, 2, 2, 3, 3]
emulation	conf8	Exp-22-09-06T07-38-11	map-16B	5	0	63.41	3	33	[3, 2, 25, 3, 0]	[2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 0, 2, 2, 2, 1, 2, 2, 0, 2, 3, 2, 2, 2, 2, 2, 2, 3, 3, 2, 2, 0, 2]
emulation	conf8	Exp-22-09-06T07-38-11	map-16B	6	0	78.05	0	35	[2, 2, 24, 7, 0]	[2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 3, 3, 3, 2, 2, 2, 2, 1, 2, 2, 3, 2, 2, 2, 2, 3, 2, 2, 0, 2, 0, 1, 2, 3]
emulation	conf8	Exp-22-09-06T07-38-11	map-16B	7	0	56.1	2	36	[2, 2, 22, 9, 1]	[3, 2, 2, 3, 2, 2, 0, 2, 1, 2, 2, 2, 2, 3, 3, 2, 2, 2, 2, 4, 3, 2, 2, 3, 1, 2, 2, 0, 2, 3, 3, 2, 2, 3, 2, 2]
emulation	conf8	Exp-22-09-06T07-38-11	map-16B	8	0	62.8	5	37	[2, 2, 22, 9, 2]	[2, 2, 2, 2, 2, 3, 3, 2, 2, 2, 1, 3, 2, 3, 2, 4, 2, 2, 4, 0, 3, 2, 3, 0, 2, 3, 2, 1, 2, 2, 3, 2, 2, 3, 2, 2, 2]
emulation	conf8	Exp-22-09-06T07-38-11	map-16B	9	1	84.15	3	36	[1, 1, 25, 7, 2]	[2, 2, 2, 2, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 0, 3, 2, 2, 2, 3, 3, 2, 3, 2, 4, 2, 3, 1, 2, 2, 2, 2, 2, 2, 4]
emulation	conf8	Exp-22-09-06T07-38-11	map-16B	10	1	98.78	1	36	[1, 0, 29, 6, 0]	[2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 2, 3, 2, 2, 3, 2, 2]
emulation	conf8	Exp-22-09-06T07-38-11	map-16B	11	0	49.39	1	36	[1, 1, 27, 6, 1]	[1, 2, 2, 2, 2, 3, 3, 2, 2, 0, 2, 2, 2, 2, 3, 2, 2, 2, 3, 3, 2, 2, 2, 2, 2, 2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 3]
emulation	conf8	Exp-22-09-06T07-38-11	map-16BD	0	0	75.64	2	38	[3, 3, 26, 5, 1]	[2, 2, 2, 2, 2, 3, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 0, 2, 2, 3, 2, 2, 2, 3, 2, 2, 2, 4, 2, 1, 0, 2, 2, 3, 2, 0, 2, 3]
emulation	conf8	Exp-22-09-06T07-38-11	map-16BD	1	0	75.0	2	37	[2, 1, 28, 6, 0]	[2, 2, 2, 0, 2, 2, 3, 2, 2, 2, 0, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 3, 2, 3, 2, 3, 3, 2]
emulation	conf8	Exp-22-09-06T07-38-11	map-16BD	2	0	35.9	1	37	[2, 0, 26, 9, 0]	[3, 2, 2, 2, 3, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 0, 3, 2, 2, 2, 2, 3, 2, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2, 3]
emulation	conf8	Exp-22-09-06T07-38-11	map-16BD	3	0	60.26	5	37	[3, 3, 19, 10, 2]	[3, 4, 3, 3, 0, 0, 1, 2, 2, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 2, 3, 2, 0, 1, 2, 2, 4, 2, 2, 2, 2, 1, 2, 3, 2, 2, 2]
emulation	conf8	Exp-22-09-06T07-38-11	map-16BD	4	1	98.08	2	37	[1, 1, 30, 5, 0]	[2, 2, 3, 2, 2, 2, 2, 2, 3, 2, 2, 2, 3, 2, 2, 0, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 3]
